,movieId,movieId_order,title,genres,genres_v2
86,97,86,"Hate (Haine, La) (1995)",Crime|Drama,"['Crime', 'Drama']"
87,99,87,Heidi Fleiss: Hollywood Madam (1995),Documentary,['Documentary']
88,100,88,City Hall (1996),Drama|Thriller,"['Drama', 'Thriller']"
89,101,89,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,"['Adventure', 'Comedy', 'Crime', 'Romance']"
90,102,90,Mr. Wrong (1996),Comedy,['Comedy']
91,103,91,Unforgettable (1996),Mystery|Sci-Fi|Thriller,"['Mystery', 'Sci-Fi', 'Thriller']"
92,104,92,Happy Gilmore (1996),Comedy,['Comedy']
93,105,93,"Bridges of Madison County, The (1995)",Drama|Romance,"['Drama', 'Romance']"
94,106,94,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,"['Comedy', 'Drama']"
95,107,95,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,"['Adventure', 'Children', 'Comedy', 'Musical']"
96,108,96,Catwalk (1996),Documentary,['Documentary']
97,110,97,Braveheart (1995),Action|Drama|War,"['Action', 'Drama', 'War']"
98,111,98,Taxi Driver (1976),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']"
99,112,99,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,"['Action', 'Adventure', 'Comedy', 'Crime']"
100,113,100,Before and After (1996),Drama|Mystery,"['Drama', 'Mystery']"
101,116,101,Anne Frank Remembered (1995),Documentary,['Documentary']
102,117,102,"Young Poisoner's Handbook, The (1995)",Crime|Drama,"['Crime', 'Drama']"
103,118,103,If Lucy Fell (1996),Comedy|Romance,"['Comedy', 'Romance']"
104,119,104,"Steal Big, Steal Little (1995)",Comedy,['Comedy']
105,121,105,"Boys of St. Vincent, The (1992)",Drama,['Drama']
106,122,106,Boomerang (1992),Comedy|Romance,"['Comedy', 'Romance']"
107,123,107,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,"['Drama', 'Mystery', 'Romance']"
108,125,108,Flirting With Disaster (1996),Comedy,['Comedy']
109,126,109,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,"['Adventure', 'Children', 'Fantasy']"
110,128,110,Jupiter's Wife (1994),Documentary,['Documentary']
111,129,111,Pie in the Sky (1996),Comedy|Romance,"['Comedy', 'Romance']"
112,132,112,Jade (1995),Thriller,['Thriller']
113,135,113,Down Periscope (1996),Comedy,['Comedy']
114,137,114,Man of the Year (1995),Documentary,['Documentary']
115,140,115,Up Close and Personal (1996),Drama|Romance,"['Drama', 'Romance']"
116,141,116,"Birdcage, The (1996)",Comedy,['Comedy']
117,144,117,"Brothers McMullen, The (1995)",Comedy,['Comedy']
118,145,118,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
119,146,119,"Amazing Panda Adventure, The (1995)",Adventure|Children,"['Adventure', 'Children']"
120,147,120,"Basketball Diaries, The (1995)",Drama,['Drama']
121,148,121,"Awfully Big Adventure, An (1995)",Drama,['Drama']
122,149,122,Amateur (1994),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']"
123,150,123,Apollo 13 (1995),Adventure|Drama|IMAX,"['Adventure', 'Drama', 'IMAX']"
124,151,124,Rob Roy (1995),Action|Drama|Romance|War,"['Action', 'Drama', 'Romance', 'War']"
125,152,125,"Addiction, The (1995)",Drama|Horror,"['Drama', 'Horror']"
126,153,126,Batman Forever (1995),Action|Adventure|Comedy|Crime,"['Action', 'Adventure', 'Comedy', 'Crime']"
127,154,127,Beauty of the Day (Belle de jour) (1967),Drama,['Drama']
128,155,128,Beyond Rangoon (1995),Adventure|Drama|War,"['Adventure', 'Drama', 'War']"
129,156,129,Blue in the Face (1995),Comedy|Drama,"['Comedy', 'Drama']"
130,157,130,Canadian Bacon (1995),Comedy|War,"['Comedy', 'War']"
131,158,131,Casper (1995),Adventure|Children,"['Adventure', 'Children']"
132,159,132,Clockers (1995),Crime|Drama|Mystery,"['Crime', 'Drama', 'Mystery']"
133,160,133,Congo (1995),Action|Adventure|Mystery|Sci-Fi,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']"
134,161,134,Crimson Tide (1995),Drama|Thriller|War,"['Drama', 'Thriller', 'War']"
135,162,135,Crumb (1994),Documentary,['Documentary']
136,163,136,Desperado (1995),Action|Romance|Western,"['Action', 'Romance', 'Western']"
137,164,137,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']"
138,165,138,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']"
139,166,139,"Doom Generation, The (1995)",Comedy|Crime|Drama,"['Comedy', 'Crime', 'Drama']"
140,168,140,First Knight (1995),Action|Drama|Romance,"['Action', 'Drama', 'Romance']"
141,169,141,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,"['Adventure', 'Children', 'Drama']"
142,170,142,Hackers (1995),Action|Adventure|Crime|Thriller,"['Action', 'Adventure', 'Crime', 'Thriller']"
143,171,143,Jeffrey (1995),Comedy|Drama,"['Comedy', 'Drama']"
144,172,144,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,"['Action', 'Sci-Fi', 'Thriller']"
145,173,145,Judge Dredd (1995),Action|Crime|Sci-Fi,"['Action', 'Crime', 'Sci-Fi']"
146,174,146,Jury Duty (1995),Comedy,['Comedy']
147,175,147,Kids (1995),Drama,['Drama']
148,176,148,Living in Oblivion (1995),Comedy,['Comedy']
149,177,149,Lord of Illusions (1995),Horror,['Horror']
150,178,150,Love & Human Remains (1993),Comedy|Drama,"['Comedy', 'Drama']"
151,179,151,Mad Love (1995),Drama|Romance,"['Drama', 'Romance']"
152,180,152,Mallrats (1995),Comedy|Romance,"['Comedy', 'Romance']"
153,181,153,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,"['Action', 'Children']"
154,183,154,Mute Witness (1994),Comedy|Horror|Thriller,"['Comedy', 'Horror', 'Thriller']"
155,184,155,Nadja (1994),Drama,['Drama']
156,185,156,"Net, The (1995)",Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']"
157,186,157,Nine Months (1995),Comedy|Romance,"['Comedy', 'Romance']"
158,187,158,Party Girl (1995),Comedy,['Comedy']
159,188,159,"Prophecy, The (1995)",Fantasy|Horror|Mystery,"['Fantasy', 'Horror', 'Mystery']"
160,189,160,Reckless (1995),Comedy|Fantasy,"['Comedy', 'Fantasy']"
161,190,161,Safe (1995),Thriller,['Thriller']
162,191,162,"Scarlet Letter, The (1995)",Drama|Romance,"['Drama', 'Romance']"
163,193,163,Showgirls (1995),Drama,['Drama']
164,194,164,Smoke (1995),Comedy|Drama,"['Comedy', 'Drama']"
165,195,165,Something to Talk About (1995),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']"
166,196,166,Species (1995),Horror|Sci-Fi,"['Horror', 'Sci-Fi']"
167,198,167,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
168,199,168,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,"['Drama', 'Musical', 'Romance']"
169,201,169,Three Wishes (1995),Drama|Fantasy,"['Drama', 'Fantasy']"
170,202,170,Total Eclipse (1995),Drama|Romance,"['Drama', 'Romance']"
171,203,171,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,['Comedy']
172,204,172,Under Siege 2: Dark Territory (1995),Action,['Action']
173,205,173,Unstrung Heroes (1995),Comedy|Drama,"['Comedy', 'Drama']"
174,206,174,Unzipped (1995),Documentary,['Documentary']
175,207,175,"Walk in the Clouds, A (1995)",Drama|Romance,"['Drama', 'Romance']"
176,208,176,Waterworld (1995),Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']"
177,209,177,White Man's Burden (1995),Drama,['Drama']
178,210,178,Wild Bill (1995),Western,['Western']
179,211,179,"Browning Version, The (1994)",Drama,['Drama']
180,212,180,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,"['Adventure', 'Comedy', 'Crime', 'Mystery']"
181,213,181,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,['Drama']
182,214,182,Before the Rain (Pred dozhdot) (1994),Drama|War,"['Drama', 'War']"
183,215,183,Before Sunrise (1995),Drama|Romance,"['Drama', 'Romance']"
184,216,184,Billy Madison (1995),Comedy,['Comedy']
185,217,185,"Babysitter, The (1995)",Drama|Thriller,"['Drama', 'Thriller']"
186,218,186,Boys on the Side (1995),Comedy|Drama,"['Comedy', 'Drama']"
187,219,187,"Cure, The (1995)",Drama,['Drama']
188,220,188,Castle Freak (1995),Horror,['Horror']
189,222,189,Circle of Friends (1995),Drama|Romance,"['Drama', 'Romance']"
190,223,190,Clerks (1994),Comedy,['Comedy']
191,224,191,Don Juan DeMarco (1995),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']"
192,225,192,Disclosure (1994),Drama|Thriller,"['Drama', 'Thriller']"
193,227,193,Drop Zone (1994),Action|Thriller,"['Action', 'Thriller']"
194,228,194,Destiny Turns on the Radio (1995),Comedy,['Comedy']
195,229,195,Death and the Maiden (1994),Drama|Thriller,"['Drama', 'Thriller']"
196,230,196,Dolores Claiborne (1995),Drama|Thriller,"['Drama', 'Thriller']"
197,231,197,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,"['Adventure', 'Comedy']"
198,232,198,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']"
199,233,199,Exotica (1994),Drama,['Drama']
200,234,200,Exit to Eden (1994),Comedy,['Comedy']
201,235,201,Ed Wood (1994),Comedy|Drama,"['Comedy', 'Drama']"
202,236,202,French Kiss (1995),Action|Comedy|Romance,"['Action', 'Comedy', 'Romance']"
203,237,203,Forget Paris (1995),Comedy|Romance,"['Comedy', 'Romance']"
204,238,204,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,"['Adventure', 'Children']"
205,239,205,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,"['Animation', 'Children', 'Comedy', 'Romance']"
206,240,206,Hideaway (1995),Thriller,['Thriller']
207,241,207,Fluke (1995),Children|Drama,"['Children', 'Drama']"
208,242,208,Farinelli: il castrato (1994),Drama|Musical,"['Drama', 'Musical']"
209,243,209,Gordy (1995),Children|Comedy|Fantasy,"['Children', 'Comedy', 'Fantasy']"
210,246,210,Hoop Dreams (1994),Documentary,['Documentary']
211,247,211,Heavenly Creatures (1994),Crime|Drama,"['Crime', 'Drama']"
212,248,212,Houseguest (1994),Comedy,['Comedy']
213,249,213,Immortal Beloved (1994),Drama|Romance,"['Drama', 'Romance']"
214,250,214,Heavyweights (Heavy Weights) (1995),Children|Comedy,"['Children', 'Comedy']"
215,251,215,"Hunted, The (1995)",Action,['Action']
216,252,216,I.Q. (1994),Comedy|Romance,"['Comedy', 'Romance']"
217,253,217,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,"['Drama', 'Horror']"
218,254,218,Jefferson in Paris (1995),Drama,['Drama']
219,255,219,"Jerky Boys, The (1995)",Comedy,['Comedy']
220,256,220,Junior (1994),Comedy|Sci-Fi,"['Comedy', 'Sci-Fi']"
221,257,221,Just Cause (1995),Mystery|Thriller,"['Mystery', 'Thriller']"
222,258,222,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'Romance']"
223,259,223,Kiss of Death (1995),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']"
224,260,224,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']"
225,261,225,Little Women (1994),Drama,['Drama']
226,262,226,"Little Princess, A (1995)",Children|Drama,"['Children', 'Drama']"
227,263,227,Ladybird Ladybird (1994),Drama,['Drama']
228,265,228,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,"['Drama', 'Fantasy', 'Romance']"
229,266,229,Legends of the Fall (1994),Drama|Romance|War|Western,"['Drama', 'Romance', 'War', 'Western']"
230,267,230,Major Payne (1995),Comedy,['Comedy']
231,269,231,My Crazy Life (Mi vida loca) (1993),Drama,['Drama']
232,270,232,Love Affair (1994),Drama|Romance,"['Drama', 'Romance']"
233,271,233,Losing Isaiah (1995),Drama,['Drama']
234,272,234,"Madness of King George, The (1994)",Comedy|Drama,"['Comedy', 'Drama']"
235,273,235,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,"['Drama', 'Horror', 'Sci-Fi']"
236,274,236,Man of the House (1995),Comedy,['Comedy']
237,275,237,Mixed Nuts (1994),Comedy,['Comedy']
238,276,238,Milk Money (1994),Comedy|Romance,"['Comedy', 'Romance']"
239,277,239,Miracle on 34th Street (1994),Drama,['Drama']
240,278,240,Miami Rhapsody (1995),Comedy,['Comedy']
241,279,241,My Family (1995),Drama,['Drama']
242,280,242,Murder in the First (1995),Drama|Thriller,"['Drama', 'Thriller']"
243,281,243,Nobody's Fool (1994),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']"
244,282,244,Nell (1994),Drama,['Drama']
245,283,245,New Jersey Drive (1995),Crime|Drama,"['Crime', 'Drama']"
246,284,246,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,"['Action', 'Crime']"
247,285,247,Beyond Bedlam (1993),Drama|Horror,"['Drama', 'Horror']"
248,287,248,Nina Takes a Lover (1994),Comedy|Romance,"['Comedy', 'Romance']"
249,288,249,Natural Born Killers (1994),Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']"
250,289,250,Only You (1994),Comedy|Romance,"['Comedy', 'Romance']"
251,290,251,Once Were Warriors (1994),Crime|Drama,"['Crime', 'Drama']"
252,291,252,Poison Ivy II (1996),Drama|Thriller,"['Drama', 'Thriller']"
253,292,253,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
254,293,254,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,"['Action', 'Crime', 'Drama', 'Thriller']"
255,294,255,"Perez Family, The (1995)",Comedy|Romance,"['Comedy', 'Romance']"
256,295,256,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,"['Comedy', 'Romance']"
257,296,257,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,"['Comedy', 'Crime', 'Drama', 'Thriller']"
258,298,258,Pushing Hands (Tui shou) (1992),Drama,['Drama']
259,299,259,Priest (1994),Drama,['Drama']
260,300,260,Quiz Show (1994),Drama,['Drama']
261,301,261,Picture Bride (Bijo photo) (1994),Drama|Romance,"['Drama', 'Romance']"
262,302,262,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,"['Drama', 'Romance']"
263,303,263,"Quick and the Dead, The (1995)",Action|Thriller|Western,"['Action', 'Thriller', 'Western']"
264,304,264,Roommates (1995),Comedy|Drama,"['Comedy', 'Drama']"
265,305,265,Ready to Wear (Pret-A-Porter) (1994),Comedy,['Comedy']
266,306,266,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,['Drama']
267,307,267,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,['Drama']
268,308,268,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,"['Comedy', 'Drama']"
269,310,269,Rent-a-Kid (1995),Comedy,['Comedy']
270,311,270,Relative Fear (1994),Horror|Thriller,"['Horror', 'Thriller']"
271,312,271,Stuart Saves His Family (1995),Comedy,['Comedy']
272,313,272,"Swan Princess, The (1994)",Animation|Children,"['Animation', 'Children']"
273,314,273,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,"['Children', 'Drama', 'Fantasy', 'Mystery']"
274,315,274,"Specialist, The (1994)",Action|Drama|Thriller,"['Action', 'Drama', 'Thriller']"
275,316,275,Stargate (1994),Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']"
276,317,276,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,"['Comedy', 'Drama', 'Fantasy']"
277,318,277,"Shawshank Redemption, The (1994)",Crime|Drama,"['Crime', 'Drama']"
278,319,278,Shallow Grave (1994),Comedy|Drama|Thriller,"['Comedy', 'Drama', 'Thriller']"
279,320,279,Suture (1993),Film-Noir|Thriller,"['Film-Noir', 'Thriller']"
280,321,280,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,['Drama']
281,322,281,Swimming with Sharks (1995),Comedy|Drama,"['Comedy', 'Drama']"
282,324,282,"Sum of Us, The (1994)",Comedy|Drama,"['Comedy', 'Drama']"
283,325,283,National Lampoon's Senior Trip (1995),Comedy,['Comedy']
284,326,284,To Live (Huozhe) (1994),Drama,['Drama']
285,327,285,Tank Girl (1995),Action|Comedy|Sci-Fi,"['Action', 'Comedy', 'Sci-Fi']"
286,328,286,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,"['Horror', 'Thriller']"
287,329,287,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,"['Adventure', 'Drama', 'Sci-Fi']"
288,330,288,Tales from the Hood (1995),Action|Crime|Horror,"['Action', 'Crime', 'Horror']"
289,331,289,Tom & Viv (1994),Drama,['Drama']
290,332,290,Village of the Damned (1995),Horror|Sci-Fi,"['Horror', 'Sci-Fi']"
291,333,291,Tommy Boy (1995),Comedy,['Comedy']
292,334,292,Vanya on 42nd Street (1994),Drama,['Drama']
293,335,293,Underneath (1995),Mystery|Thriller,"['Mystery', 'Thriller']"
294,336,294,"Walking Dead, The (1995)",Drama|War,"['Drama', 'War']"
295,337,295,What's Eating Gilbert Grape (1993),Drama,['Drama']
296,338,296,Virtuosity (1995),Action|Sci-Fi|Thriller,"['Action', 'Sci-Fi', 'Thriller']"
297,339,297,While You Were Sleeping (1995),Comedy|Romance,"['Comedy', 'Romance']"
298,340,298,"War, The (1994)",Adventure|Drama|War,"['Adventure', 'Drama', 'War']"
299,341,299,Double Happiness (1994),Drama,['Drama']
300,342,300,Muriel's Wedding (1994),Comedy,['Comedy']
301,343,301,"Baby-Sitters Club, The (1995)",Children,['Children']
302,344,302,Ace Ventura: Pet Detective (1994),Comedy,['Comedy']
303,345,303,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,"['Comedy', 'Drama']"
304,346,304,Backbeat (1993),Drama|Musical,"['Drama', 'Musical']"
305,347,305,Bitter Moon (1992),Drama|Film-Noir|Romance,"['Drama', 'Film-Noir', 'Romance']"
306,348,306,Bullets Over Broadway (1994),Comedy,['Comedy']
307,349,307,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,"['Action', 'Crime', 'Drama', 'Thriller']"
308,350,308,"Client, The (1994)",Drama|Mystery|Thriller,"['Drama', 'Mystery', 'Thriller']"
309,351,309,"Corrina, Corrina (1994)",Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']"
310,352,310,Crooklyn (1994),Comedy|Drama,"['Comedy', 'Drama']"
311,353,311,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,"['Action', 'Crime', 'Fantasy', 'Thriller']"
312,354,312,Cobb (1994),Drama,['Drama']
313,355,313,"Flintstones, The (1994)",Children|Comedy|Fantasy,"['Children', 'Comedy', 'Fantasy']"
314,356,314,Forrest Gump (1994),Comedy|Drama|Romance|War,"['Comedy', 'Drama', 'Romance', 'War']"
315,357,315,Four Weddings and a Funeral (1994),Comedy|Romance,"['Comedy', 'Romance']"
316,358,316,Higher Learning (1995),Drama,['Drama']
317,359,317,I Like It Like That (1994),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']"
318,360,318,I Love Trouble (1994),Action|Comedy,"['Action', 'Comedy']"
319,361,319,It Could Happen to You (1994),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']"
