,movieId,movieId_order,title,genres,genres_v2
86,87,86,Dunston Checks In (1996),Children|Comedy,"['Children', 'Comedy']"
87,88,87,Black Sheep (1996),Comedy,['Comedy']
88,89,88,Nick of Time (1995),Action|Thriller,"['Action', 'Thriller']"
89,90,89,The Journey of August King (1995),Drama,['Drama']
90,92,90,Mary Reilly (1996),Drama|Horror|Thriller,"['Drama', 'Horror', 'Thriller']"
91,93,91,Vampire in Brooklyn (1995),Comedy|Horror|Romance,"['Comedy', 'Horror', 'Romance']"
92,94,92,Beautiful Girls (1996),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']"
93,95,93,Broken Arrow (1996),Action|Adventure|Thriller,"['Action', 'Adventure', 'Thriller']"
94,96,94,In the Bleak Midwinter (1995),Comedy|Drama,"['Comedy', 'Drama']"
95,97,95,"Hate (Haine, La) (1995)",Crime|Drama,"['Crime', 'Drama']"
96,98,96,Shopping (1994),Action|Thriller,"['Action', 'Thriller']"
97,99,97,Heidi Fleiss: Hollywood Madam (1995),Documentary,['Documentary']
98,100,98,City Hall (1996),Drama|Thriller,"['Drama', 'Thriller']"
99,101,99,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,"['Adventure', 'Comedy', 'Crime', 'Romance']"
100,102,100,Mr. Wrong (1996),Comedy,['Comedy']
101,103,101,Unforgettable (1996),Mystery|Sci-Fi|Thriller,"['Mystery', 'Sci-Fi', 'Thriller']"
102,104,102,Happy Gilmore (1996),Comedy,['Comedy']
103,105,103,"Bridges of Madison County, The (1995)",Drama|Romance,"['Drama', 'Romance']"
104,106,104,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,"['Comedy', 'Drama']"
105,107,105,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,"['Adventure', 'Children', 'Comedy', 'Musical']"
106,108,106,Catwalk (1996),Documentary,['Documentary']
107,109,107,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,"['Comedy', 'Drama', 'Thriller']"
108,110,108,Braveheart (1995),Action|Drama|War,"['Action', 'Drama', 'War']"
109,111,109,Taxi Driver (1976),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']"
110,112,110,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,"['Action', 'Adventure', 'Comedy', 'Crime']"
111,113,111,Before and After (1996),Drama|Mystery,"['Drama', 'Mystery']"
112,114,112,Margaret's Museum (1995),Drama,['Drama']
113,115,113,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,['Comedy']
114,116,114,Anne Frank Remembered (1995),Documentary,['Documentary']
115,117,115,"Young Poisoner's Handbook, The (1995)",Crime|Drama,"['Crime', 'Drama']"
116,118,116,If Lucy Fell (1996),Comedy|Romance,"['Comedy', 'Romance']"
117,119,117,"Steal Big, Steal Little (1995)",Comedy,['Comedy']
118,120,118,Race the Sun (1996),Adventure|Comedy|Drama,"['Adventure', 'Comedy', 'Drama']"
119,121,119,"Boys of St. Vincent, The (1992)",Drama,['Drama']
120,122,120,Boomerang (1992),Comedy|Romance,"['Comedy', 'Romance']"
121,123,121,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,"['Drama', 'Mystery', 'Romance']"
122,124,122,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,['Drama']
123,125,123,Flirting With Disaster (1996),Comedy,['Comedy']
124,126,124,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,"['Adventure', 'Children', 'Fantasy']"
125,127,125,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,['Drama']
126,128,126,Jupiter's Wife (1994),Documentary,['Documentary']
127,129,127,Pie in the Sky (1996),Comedy|Romance,"['Comedy', 'Romance']"
128,130,128,Angela (1995),Drama,['Drama']
129,131,129,Frankie Starlight (1995),Drama|Romance,"['Drama', 'Romance']"
130,132,130,Jade (1995),Thriller,['Thriller']
131,133,131,Nueba Yol (1995),Comedy|Drama,"['Comedy', 'Drama']"
132,134,132,Sonic Outlaws (1995),Documentary,['Documentary']
133,135,133,Down Periscope (1996),Comedy,['Comedy']
134,136,134,From the Journals of Jean Seberg (1995),Documentary,['Documentary']
135,137,135,Man of the Year (1995),Documentary,['Documentary']
136,138,136,"Neon Bible, The (1995)",Drama,['Drama']
137,139,137,Target (1995),Action|Drama,"['Action', 'Drama']"
138,140,138,Up Close and Personal (1996),Drama|Romance,"['Drama', 'Romance']"
139,141,139,"Birdcage, The (1996)",Comedy,['Comedy']
140,142,140,Shadows (Cienie) (1988),Drama,['Drama']
141,143,141,Gospa (1995),Drama,['Drama']
142,144,142,"Brothers McMullen, The (1995)",Comedy,['Comedy']
143,145,143,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
144,146,144,"Amazing Panda Adventure, The (1995)",Adventure|Children,"['Adventure', 'Children']"
145,147,145,"Basketball Diaries, The (1995)",Drama,['Drama']
146,148,146,"Awfully Big Adventure, An (1995)",Drama,['Drama']
147,149,147,Amateur (1994),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']"
148,150,148,Apollo 13 (1995),Adventure|Drama|IMAX,"['Adventure', 'Drama', 'IMAX']"
149,151,149,Rob Roy (1995),Action|Drama|Romance|War,"['Action', 'Drama', 'Romance', 'War']"
150,152,150,"Addiction, The (1995)",Drama|Horror,"['Drama', 'Horror']"
151,153,151,Batman Forever (1995),Action|Adventure|Comedy|Crime,"['Action', 'Adventure', 'Comedy', 'Crime']"
152,154,152,Beauty of the Day (Belle de jour) (1967),Drama,['Drama']
153,155,153,Beyond Rangoon (1995),Adventure|Drama|War,"['Adventure', 'Drama', 'War']"
154,156,154,Blue in the Face (1995),Comedy|Drama,"['Comedy', 'Drama']"
155,157,155,Canadian Bacon (1995),Comedy|War,"['Comedy', 'War']"
156,158,156,Casper (1995),Adventure|Children,"['Adventure', 'Children']"
157,159,157,Clockers (1995),Crime|Drama|Mystery,"['Crime', 'Drama', 'Mystery']"
158,160,158,Congo (1995),Action|Adventure|Mystery|Sci-Fi,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']"
159,161,159,Crimson Tide (1995),Drama|Thriller|War,"['Drama', 'Thriller', 'War']"
160,162,160,Crumb (1994),Documentary,['Documentary']
161,163,161,Desperado (1995),Action|Romance|Western,"['Action', 'Romance', 'Western']"
162,164,162,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']"
163,165,163,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']"
164,166,164,"Doom Generation, The (1995)",Comedy|Crime|Drama,"['Comedy', 'Crime', 'Drama']"
165,167,165,Feast of July (1995),Drama,['Drama']
166,168,166,First Knight (1995),Action|Drama|Romance,"['Action', 'Drama', 'Romance']"
167,169,167,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,"['Adventure', 'Children', 'Drama']"
168,170,168,Hackers (1995),Action|Adventure|Crime|Thriller,"['Action', 'Adventure', 'Crime', 'Thriller']"
169,171,169,Jeffrey (1995),Comedy|Drama,"['Comedy', 'Drama']"
170,172,170,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,"['Action', 'Sci-Fi', 'Thriller']"
171,173,171,Judge Dredd (1995),Action|Crime|Sci-Fi,"['Action', 'Crime', 'Sci-Fi']"
172,174,172,Jury Duty (1995),Comedy,['Comedy']
173,175,173,Kids (1995),Drama,['Drama']
174,176,174,Living in Oblivion (1995),Comedy,['Comedy']
175,177,175,Lord of Illusions (1995),Horror,['Horror']
176,178,176,Love & Human Remains (1993),Comedy|Drama,"['Comedy', 'Drama']"
177,179,177,Mad Love (1995),Drama|Romance,"['Drama', 'Romance']"
178,180,178,Mallrats (1995),Comedy|Romance,"['Comedy', 'Romance']"
179,181,179,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,"['Action', 'Children']"
180,182,180,Moonlight and Valentino (1995),Drama|Romance,"['Drama', 'Romance']"
181,183,181,Mute Witness (1994),Comedy|Horror|Thriller,"['Comedy', 'Horror', 'Thriller']"
182,184,182,Nadja (1994),Drama,['Drama']
183,185,183,"Net, The (1995)",Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']"
184,186,184,Nine Months (1995),Comedy|Romance,"['Comedy', 'Romance']"
185,187,185,Party Girl (1995),Comedy,['Comedy']
186,188,186,"Prophecy, The (1995)",Fantasy|Horror|Mystery,"['Fantasy', 'Horror', 'Mystery']"
187,189,187,Reckless (1995),Comedy|Fantasy,"['Comedy', 'Fantasy']"
188,190,188,Safe (1995),Thriller,['Thriller']
189,191,189,"Scarlet Letter, The (1995)",Drama|Romance,"['Drama', 'Romance']"
190,192,190,The Show (1995),Documentary,['Documentary']
191,193,191,Showgirls (1995),Drama,['Drama']
192,194,192,Smoke (1995),Comedy|Drama,"['Comedy', 'Drama']"
193,195,193,Something to Talk About (1995),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']"
194,196,194,Species (1995),Horror|Sci-Fi,"['Horror', 'Sci-Fi']"
195,197,195,"Stars Fell on Henrietta, The (1995)",Drama,['Drama']
196,198,196,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
197,199,197,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,"['Drama', 'Musical', 'Romance']"
198,200,198,"Tie That Binds, The (1995)",Thriller,['Thriller']
199,201,199,Three Wishes (1995),Drama|Fantasy,"['Drama', 'Fantasy']"
200,202,200,Total Eclipse (1995),Drama|Romance,"['Drama', 'Romance']"
201,203,201,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,['Comedy']
202,204,202,Under Siege 2: Dark Territory (1995),Action,['Action']
203,205,203,Unstrung Heroes (1995),Comedy|Drama,"['Comedy', 'Drama']"
204,206,204,Unzipped (1995),Documentary,['Documentary']
205,207,205,"Walk in the Clouds, A (1995)",Drama|Romance,"['Drama', 'Romance']"
206,208,206,Waterworld (1995),Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']"
207,209,207,White Man's Burden (1995),Drama,['Drama']
208,210,208,Wild Bill (1995),Western,['Western']
209,211,209,"Browning Version, The (1994)",Drama,['Drama']
210,212,210,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,"['Adventure', 'Comedy', 'Crime', 'Mystery']"
211,213,211,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,['Drama']
212,214,212,Before the Rain (Pred dozhdot) (1994),Drama|War,"['Drama', 'War']"
213,215,213,Before Sunrise (1995),Drama|Romance,"['Drama', 'Romance']"
214,216,214,Billy Madison (1995),Comedy,['Comedy']
215,217,215,"Babysitter, The (1995)",Drama|Thriller,"['Drama', 'Thriller']"
216,218,216,Boys on the Side (1995),Comedy|Drama,"['Comedy', 'Drama']"
217,219,217,"Cure, The (1995)",Drama,['Drama']
218,220,218,Castle Freak (1995),Horror,['Horror']
219,222,219,Circle of Friends (1995),Drama|Romance,"['Drama', 'Romance']"
220,223,220,Clerks (1994),Comedy,['Comedy']
221,224,221,Don Juan DeMarco (1995),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']"
222,225,222,Disclosure (1994),Drama|Thriller,"['Drama', 'Thriller']"
223,226,223,Dream Man (1995),Thriller,['Thriller']
224,227,224,Drop Zone (1994),Action|Thriller,"['Action', 'Thriller']"
225,228,225,Destiny Turns on the Radio (1995),Comedy,['Comedy']
226,229,226,Death and the Maiden (1994),Drama|Thriller,"['Drama', 'Thriller']"
227,230,227,Dolores Claiborne (1995),Drama|Thriller,"['Drama', 'Thriller']"
228,231,228,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,"['Adventure', 'Comedy']"
229,232,229,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']"
230,233,230,Exotica (1994),Drama,['Drama']
231,234,231,Exit to Eden (1994),Comedy,['Comedy']
232,235,232,Ed Wood (1994),Comedy|Drama,"['Comedy', 'Drama']"
233,236,233,French Kiss (1995),Action|Comedy|Romance,"['Action', 'Comedy', 'Romance']"
234,237,234,Forget Paris (1995),Comedy|Romance,"['Comedy', 'Romance']"
235,238,235,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,"['Adventure', 'Children']"
236,239,236,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,"['Animation', 'Children', 'Comedy', 'Romance']"
237,240,237,Hideaway (1995),Thriller,['Thriller']
238,241,238,Fluke (1995),Children|Drama,"['Children', 'Drama']"
239,242,239,Farinelli: il castrato (1994),Drama|Musical,"['Drama', 'Musical']"
240,243,240,Gordy (1995),Children|Comedy|Fantasy,"['Children', 'Comedy', 'Fantasy']"
241,244,241,Gumby: The Movie (1995),Animation|Children,"['Animation', 'Children']"
242,245,242,The Glass Shield (1994),Crime|Drama,"['Crime', 'Drama']"
243,246,243,Hoop Dreams (1994),Documentary,['Documentary']
244,247,244,Heavenly Creatures (1994),Crime|Drama,"['Crime', 'Drama']"
245,248,245,Houseguest (1994),Comedy,['Comedy']
246,249,246,Immortal Beloved (1994),Drama|Romance,"['Drama', 'Romance']"
247,250,247,Heavyweights (Heavy Weights) (1995),Children|Comedy,"['Children', 'Comedy']"
248,251,248,"Hunted, The (1995)",Action,['Action']
249,252,249,I.Q. (1994),Comedy|Romance,"['Comedy', 'Romance']"
250,253,250,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,"['Drama', 'Horror']"
251,254,251,Jefferson in Paris (1995),Drama,['Drama']
252,255,252,"Jerky Boys, The (1995)",Comedy,['Comedy']
253,256,253,Junior (1994),Comedy|Sci-Fi,"['Comedy', 'Sci-Fi']"
254,257,254,Just Cause (1995),Mystery|Thriller,"['Mystery', 'Thriller']"
255,258,255,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'Romance']"
256,259,256,Kiss of Death (1995),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']"
257,260,257,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']"
258,261,258,Little Women (1994),Drama,['Drama']
259,262,259,"Little Princess, A (1995)",Children|Drama,"['Children', 'Drama']"
260,263,260,Ladybird Ladybird (1994),Drama,['Drama']
261,264,261,"Enfer, L' (1994)",Drama,['Drama']
262,265,262,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,"['Drama', 'Fantasy', 'Romance']"
263,266,263,Legends of the Fall (1994),Drama|Romance|War|Western,"['Drama', 'Romance', 'War', 'Western']"
264,267,264,Major Payne (1995),Comedy,['Comedy']
265,268,265,Little Odessa (1994),Crime|Drama,"['Crime', 'Drama']"
266,269,266,My Crazy Life (Mi vida loca) (1993),Drama,['Drama']
267,270,267,Love Affair (1994),Drama|Romance,"['Drama', 'Romance']"
268,271,268,Losing Isaiah (1995),Drama,['Drama']
269,272,269,"Madness of King George, The (1994)",Comedy|Drama,"['Comedy', 'Drama']"
270,273,270,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,"['Drama', 'Horror', 'Sci-Fi']"
271,274,271,Man of the House (1995),Comedy,['Comedy']
272,275,272,Mixed Nuts (1994),Comedy,['Comedy']
273,276,273,Milk Money (1994),Comedy|Romance,"['Comedy', 'Romance']"
274,277,274,Miracle on 34th Street (1994),Drama,['Drama']
275,278,275,Miami Rhapsody (1995),Comedy,['Comedy']
276,279,276,My Family (1995),Drama,['Drama']
277,280,277,Murder in the First (1995),Drama|Thriller,"['Drama', 'Thriller']"
278,281,278,Nobody's Fool (1994),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']"
279,282,279,Nell (1994),Drama,['Drama']
280,283,280,New Jersey Drive (1995),Crime|Drama,"['Crime', 'Drama']"
281,284,281,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,"['Action', 'Crime']"
282,285,282,Beyond Bedlam (1993),Drama|Horror,"['Drama', 'Horror']"
283,286,283,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,"['Action', 'Sci-Fi', 'Thriller']"
284,287,284,Nina Takes a Lover (1994),Comedy|Romance,"['Comedy', 'Romance']"
285,288,285,Natural Born Killers (1994),Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']"
286,289,286,Only You (1994),Comedy|Romance,"['Comedy', 'Romance']"
287,290,287,Once Were Warriors (1994),Crime|Drama,"['Crime', 'Drama']"
288,292,288,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
289,293,289,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,"['Action', 'Crime', 'Drama', 'Thriller']"
290,294,290,"Perez Family, The (1995)",Comedy|Romance,"['Comedy', 'Romance']"
291,295,291,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,"['Comedy', 'Romance']"
292,296,292,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,"['Comedy', 'Crime', 'Drama', 'Thriller']"
293,297,293,Panther (1995),Drama,['Drama']
294,298,294,Pushing Hands (Tui shou) (1992),Drama,['Drama']
295,299,295,Priest (1994),Drama,['Drama']
296,300,296,Quiz Show (1994),Drama,['Drama']
297,301,297,Picture Bride (Bijo photo) (1994),Drama|Romance,"['Drama', 'Romance']"
298,302,298,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,"['Drama', 'Romance']"
299,303,299,"Quick and the Dead, The (1995)",Action|Thriller|Western,"['Action', 'Thriller', 'Western']"
300,304,300,Roommates (1995),Comedy|Drama,"['Comedy', 'Drama']"
301,305,301,Ready to Wear (Pret-A-Porter) (1994),Comedy,['Comedy']
302,306,302,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,['Drama']
303,307,303,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,['Drama']
304,308,304,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,"['Comedy', 'Drama']"
305,309,305,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,['Drama']
306,310,306,Rent-a-Kid (1995),Comedy,['Comedy']
307,311,307,Relative Fear (1994),Horror|Thriller,"['Horror', 'Thriller']"
308,312,308,Stuart Saves His Family (1995),Comedy,['Comedy']
309,313,309,"Swan Princess, The (1994)",Animation|Children,"['Animation', 'Children']"
310,314,310,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,"['Children', 'Drama', 'Fantasy', 'Mystery']"
311,315,311,"Specialist, The (1994)",Action|Drama|Thriller,"['Action', 'Drama', 'Thriller']"
312,316,312,Stargate (1994),Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']"
313,317,313,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,"['Comedy', 'Drama', 'Fantasy']"
314,318,314,"Shawshank Redemption, The (1994)",Crime|Drama,"['Crime', 'Drama']"
315,319,315,Shallow Grave (1994),Comedy|Drama|Thriller,"['Comedy', 'Drama', 'Thriller']"
316,320,316,Suture (1993),Film-Noir|Thriller,"['Film-Noir', 'Thriller']"
317,321,317,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,['Drama']
318,322,318,Swimming with Sharks (1995),Comedy|Drama,"['Comedy', 'Drama']"
319,324,319,"Sum of Us, The (1994)",Comedy|Drama,"['Comedy', 'Drama']"
320,325,320,National Lampoon's Senior Trip (1995),Comedy,['Comedy']
321,326,321,To Live (Huozhe) (1994),Drama,['Drama']
322,327,322,Tank Girl (1995),Action|Comedy|Sci-Fi,"['Action', 'Comedy', 'Sci-Fi']"
323,328,323,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,"['Horror', 'Thriller']"
